fit_type,fit_order,c_2_A_0,c_2_A_1,c_3_A_0,c_3_A_1,c_2_p_0,c_2_p_1,c_3_p_0,c_3_p_1,c_4_p_0,c_4_p_1
ecc,11111,-0.0006695221873961588,-0.19833271953714385,-0.10750092337273696,-1.7413826724335908,-0.0009959325934919445,0.16000794689769982,0.09749038139374645,4.064044584310302,0.31730531289710356,2.7952870206033738
