fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_2_A_p21,c_2_A_p22,c_2_A_p212,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_3_A_p21,c_3_A_p22,c_3_A_p212,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_2_p_p21,c_2_p_p22,c_2_p_p212,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_3_p_p21,c_3_p_p22,c_3_p_p212,c_4_p_y0,c_4_p_p11,c_4_p_p12,c_4_p_p21,c_4_p_p22,c_4_p_p212
ecc_bmrg,22222,-19.96222208545006,0.5955425890177416,12.855449750053147,0.016765333721837455,-2.0904189110549796,-0.19456516577170563,2.1715780752799554,3.935258964883162,3.723164555258976,0.26589053796736095,-1.6182725538970242,-1.3069076034804092,19.607271025421717,0.4356136639238771,-12.61740311638456,0.004313476876995867,2.0465816446749425,-0.142269399125774,-1.8085958734371839,0.48626417432220365,-2.5552536316115066,0.36932417169262033,1.44896281365081,-0.23045845626438433,-3.0765776029323986,-0.1677125316085277,-4.420068140606198,0.5978316874916503,2.0567319416734815,-0.03600170437396063
