fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_2_A_p21,c_2_A_p22,c_2_A_p212,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_3_A_p21,c_3_A_p22,c_3_A_p212,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_2_p_p21,c_2_p_p22,c_2_p_p212,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_3_p_p21,c_3_p_p22,c_3_p_p212,c_4_p_y0,c_4_p_p11,c_4_p_p12,c_4_p_p21,c_4_p_p22,c_4_p_p212
ecc_jmrg,22222,-15.635529117539944,0.028396935226539285,11.077455346275219,0.013852045665228128,-1.9871528851309757,-0.011366988344105631,-68.08564701803675,-3.3734940437664873,49.44060333012881,-0.3082021520349266,-9.20330331356331,1.2973479806745638,11.066403677887719,0.3462678407113848,-7.769347024495095,0.003493869100497994,1.3836941391419477,-0.12467691512233627,-0.6026490079020657,1.1150032514537032,-0.7196789861602979,0.5133480952687823,0.8552138427063113,-0.5019126860069067,-1.8093506594201996,0.17738320895645163,-2.292788704328297,0.6990409682967015,1.412294093446072,-0.18007687705846231
