fit_type,fit_order,c_2_A_0,c_2_A_1,c_3_A_0,c_3_A_1,c_2_p_0,c_2_p_1,c_3_p_0,c_3_p_1,c_4_p_0,c_4_p_1
emrg,11111,-0.5361079150970565,0.2744657907407738,-26.05819106381535,21.224486247867528,-0.1042407048094742,0.25175780345882226,18.071786875669048,-11.85794101563455,31.985222001200068,-25.35406176001107
