fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_4_p_y0,c_4_p_p11,c_4_p_p12
bmrg_jmrg,11111,-0.07907087560410216,0.09710782604493322,-0.14931651409731492,12.660166545189051,-2.7517624863494405,-2.111494260485877,0.3771798437964965,-0.14952451391922708,0.08699546591650724,-8.248537457287608,2.9573906172378455,1.141583206728202,-6.1749874886042235,0.4388908139525668,2.7364186136931705
