fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_4_p_y0,c_4_p_p11,c_4_p_p12
bmrg_emrg,11111,0.2425575144549411,-0.03909954608754229,-0.36310380975319634,14.219792068461373,-5.710237813540641,1.8658735270454057,0.1884393350377307,-0.07235655343151987,0.22074350969107265,-7.213232196898051,5.423547059754511,-6.1703689996410835,-5.640922207494781,3.7638404040453537,-3.5329380422626437
