fit_type,fit_order,c_2_A_0,c_2_A_1,c_3_A_0,c_3_A_1,c_2_p_0,c_2_p_1,c_3_p_0,c_3_p_1,c_4_p_0,c_4_p_1
jmrg,11111,-0.07674837230234936,0.016995150648464116,-4.329457673910988,10.391613127010933,-0.024738114357424464,0.22924897265754898,4.941279709977375,-9.785391222356319,8.423997343873701,-20.789901701635106
