fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_2_A_p21,c_2_A_p22,c_2_A_p212,c_2_A_p31,c_2_A_p32,c_2_A_p313,c_2_A_p323,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_3_A_p21,c_3_A_p22,c_3_A_p212,c_3_A_p31,c_3_A_p32,c_3_A_p313,c_3_A_p323,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_2_p_p21,c_2_p_p22,c_2_p_p212,c_2_p_p31,c_2_p_p32,c_2_p_p313,c_2_p_p323,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_3_p_p21,c_3_p_p22,c_3_p_p212,c_3_p_p31,c_3_p_p32,c_3_p_p313,c_3_p_p323,c_4_p_y0,c_4_p_p11,c_4_p_p12,c_4_p_p21,c_4_p_p22,c_4_p_p212,c_4_p_p31,c_4_p_p32,c_4_p_p313,c_4_p_p323
bmrg_jmrg,33333,-99.94155129005516,25.120264788372793,97.46436319083328,-90.1130255974558,-51.98053074958828,99.88706931534796,17.354898424811434,55.87512909612153,31.303466827342593,-99.99941957659016,-0.7716734250247816,-0.873636282671077,-0.35477223166030153,0.3292008705134294,1.310263765871872,0.9927512326199025,-0.5007474266757329,-0.6088146170160592,0.2017094335645341,0.14143328018515558,0.3760083037685949,-0.14870400572986575,0.08650715476254402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23278396757223505,-0.48708224186021665,-0.6274378043319315,-0.614446036423116,-1.165668772995986,-0.9419489089476375,1.0870000923748024,-0.36504333026458435,0.3574065382661485,-0.10987021621248748,-0.6713052485552273,-1.3350593864001796,-1.355895686065817,-1.7728156635319252,-2.13126603199565,-1.986197395115718,2.0344907654794055,-0.8102290840455775,0.8436363896998729,-0.08812561749393728
