fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_4_p_y0,c_4_p_p11,c_4_p_p12
ecc_bmrg,11111,0.13910842116776043,0.0017677855116653369,-0.10946563050369455,15.522689659083051,0.02515809912847601,-5.600792012056019,0.270260723775363,-0.00018604366704536246,-0.035768048608805544,-8.432639002223807,0.026700249923223673,4.053349492688768,-4.935549643943304,0.2529726971430735,2.5083417910786117
