fit_type,fit_order,c_2_A_0,c_2_A_1,c_3_A_0,c_3_A_1,c_2_p_0,c_2_p_1,c_3_p_0,c_3_p_1,c_4_p_0,c_4_p_1
bmrg,11111,-0.09500887880924908,0.09484535111539781,-5.793200393292691,16.12199448423388,-0.037303545621293725,0.2749617760393816,7.56556768453673,-19.268232163336748,13.074367425265136,-37.50512285681539
