fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_4_p_y0,c_4_p_p11,c_4_p_p12
ecc_jmrg,11111,0.055519997865815664,0.0021164825235246154,-0.09062797982496927,10.676820143014806,0.03792623853115165,-4.433865521264398,0.22416604082383623,-0.0002765605833852554,-0.02290677091963525,-5.955738294356536,0.007826600364170103,3.5763357951516057,-4.616371068004553,0.22490069694634368,2.6467299478676405
