fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5
nu_emrg,2,0.3514684858199409,-0.14775733499109192,-0.007669309165477795,-0.18070288070962706,-0.09021955913913401,-0.2357314426571718,-3.1688202760278608,0.7800998510469334,-1.1052776973406995,0.5633556830890731,0.7954205650443887,1.0427306488517403,1.581447830039569,2.519493801618698,-3.510072037448878,-3.3090454467153925,2.019554704586858,-1.4804214474209363,12.57735633579748,2.5748421823142014,-0.7138789061417596,0.403761303848001,-11.684009353142459,-0.645731705440921,11.142170295068926,5.527627983020189,-1.2330376123469087,2.002331432454482,-11.328968620880635,2.04124388532218
