fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9
bmrg_jmrg,3,10.861438648184496,3.4452395859206035,-7.684923348923363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.604085328734783,15.167354083531132,5.603926408970251,-1.905158475996244,0.27919932922420776,-2.1640530542299095,0.0,0.0,0.0,0.0,-7.218365622601826,-7.218365622601826,-7.218365622601826,-7.218365622601826,-7.218365622601826,-7.218365622601826,-7.218365622601826,-7.218365622601826,-7.218365622601826,-7.218365622601826,-1.1597856926218741,-2.8413847903623974,-0.2931260198955317,-5.691096947231637,2.564535427070496,7.203670550787071,0.354275178796226,1.6988874982548645,4.151453068902108,-7.09650511047713,0.49125692942942,-0.8183368927216156,-0.3434552165595013,-5.9487483148807305,1.3658340509901115,5.443243263773865,0.7998088904031494,1.8407156079848128,3.219816011750216,-5.989745237414678
