fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
nu,1,-0.3651580649088618,0.2660555778881723,6.741432066506382,-4.7119717331611914,-0.2111090716235768,0.20622631151909349,13.777432509045958,-0.3162585004662191,27.484396401196,-4.043783295295246
