fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
jmrg,1,-0.08765995219467994,0.42345173398000585,-1.4543299357562816,1.083487626740541,-0.03334217993546427,0.2497260976981269,-2.8881544094266407,11.228398240988035,-3.464405034940872,12.48792214610196
