fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2
nu_jmrg,1,0.7461754494875381,-0.6517039914366586,-0.1449955368943353,0.219090252725482,1.1211396258444266,-1.2472354723439696,0.41776698700173487,-0.3600766630216227,-0.06174843784063226,7.5703605796403926,6.284128416093017,-2.1338382015184654,6.232196462630494,10.479202242171114,-2.160812805450904
