fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5
bmrg_jmrg,2,-0.6287689395460871,0.24467591105811715,0.4497532870242389,-0.394766165132722,-0.39442752245552554,0.6532668756553434,-0.22507153047059242,0.5159033075107115,-0.031696288918268804,-1.2731311190284054,-0.14861263598175492,1.0445711857065605,0.1768130501320021,-1.3686612143738093,1.458187289189812,0.92016873162522,0.53840443104704,-1.4888450545235643,-1.633885595438259,-1.414370381557657,5.8372391162332855,2.117351749074603,-0.4565887105887246,-2.742295602556267,-1.5518500438679896,-1.916173943824441,5.235263038685623,2.513082881022342,0.038276752708550445,-3.3032257127781204
