fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2
nu_ecc,1,0.24298351975295426,-0.25998897823667505,-0.017418497952441755,-3.399712771494985,0.9519475332714472,0.28877074635302213,0.2080048420887378,-0.21564348178453344,-0.003151983123554279,2.6996701064926882,3.822130257503469,-2.0376228621460375,0.8813691732613848,9.304758261133683,-1.4139730147210934
