fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3
ecc,3,0.32276219551532664,-0.13824960328738045,-0.02884102204490952,0.18051923648670173,12.506022729080058,-8.924338020098443,1.3695859369523635,-3.1471671409921784,0.11114106460196081,-0.12017556957875475,0.030825179802197664,0.15437772882417528,12.513262450055377,-22.24466624036597,7.61388042872086,3.0212963176659504,14.885133771903375,-34.333919016335095,15.940839451928738,1.9723085273385526
