fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
ecc,1,-0.01991125271009833,0.17923364526490876,0.3017197958743229,-3.1747778667400173,-0.002181266511943634,0.15548369977050264,-2.1012136217864126,3.63222503419091,-1.5696708717680319,3.1774158544606266
