fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
bmrg,1,-0.10690200971394813,0.5083074644728759,-2.141512771044018,3.645113415473364,-0.03067406999190988,0.25055603366121354,0.9776933256768477,-0.06240925241305202,2.582918037192801,-5.41875161397904
