fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3
jmrg,3,0.056257561529010215,-0.4602617543577361,1.1646503346464825,-0.7095152572998401,35.774407804756585,-295.814713481337,811.0017773382116,-739.846508597252,-0.42270905514917034,3.509494530669235,-9.709705889860217,9.107604112890588,2.2431506919245727,-33.03476173588356,128.96983801318117,-147.98213349527623,8.948531294056151,-91.41751796019976,298.02216149090293,-311.1729093699233
