fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
emrg,1,0.20914722669272443,-0.00833640472178484,5.397921942433632,-7.861805721573408,-0.07070174710863346,0.2176891032840918,-27.421603950277934,27.642716937255706,-27.089298774078276,27.161877877204596
