fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2
bmrg,2,-0.06394919506347406,0.289013651726131,-0.10439174946270637,-2.524583815459233,13.231252488287668,-19.721233937744746,0.014743376765494054,-0.11897751999286359,0.3825114831906372,-4.091520915274626,24.588653458663053,-33.875486447884406,-1.6897212011921543,12.460346954640958,-19.789175098233883
