fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3
nu,3,-288.34420306460794,188.91492968533788,-41.29163942080687,3.195461857870437,5553.263298780844,-3312.8649222259546,646.5238873258812,-44.311762203889785,460.3974447449985,-311.56297191486715,69.7236600481723,-4.998013880230241,11576.07461268665,-8070.557420579486,1879.3370789542432,-143.20191082255732,17576.879624074,-11118.211183692692,2348.8053966231705,-163.99079861138603
