fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3
nu_bmrg_emrg,1,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.04999999999999982,-0.2650925370075829,-0.06325093858762443,-0.8268118152443176,-0.2354369929193648,0.7404747269315403,-6.269732816343275e-11,-0.18818984654665405,-2.2714803223655712e-10,0.2751331180676414,0.06666408555732892,0.8511117323316105,0.25204723077096025,0.2390121674837491,0.05591773539952543,0.7293402600260716,0.21689401115054546
