fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2
ecc_jmrg,1,0.4449569644247105,-0.02096925031074436,-0.09404729597840795,1.2277677353100311,0.48095160517474794,-1.5581386264602222,0.25052702505071145,0.0003904550971223626,-0.03365373419797043,7.7828559504179164,-1.966560145081119,-1.4672362837407793,7.499310112816145,-1.362042497178734,-1.537020070773755
