fit_type,fit_order,c_2_A_0,c_2_A_1,c_3_A_0,c_3_A_1,c_2_p_0,c_2_p_1,c_3_p_0,c_3_p_1,c_4_p_0,c_4_p_1
emrg,11111,-1.4950595185464655,1.4917904491259264,-6.6750536412312345,2.9131355388021682,-0.3320961239062577,0.4471132065982017,-34.19500673690509,33.72446129050899,-29.76953453823832,29.87249236281936
