fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_4_p_y0,c_4_p_p11,c_4_p_p12
ecc_bmrg,11111,0.07432357746612189,0.0189869532276352,0.03194767458099796,-0.2818370075584178,-0.07167143399180255,-0.8765057922960222,0.06292894566244356,6.885285362874007e-06,0.029157154907726728,0.3213253484994641,0.08825343404547387,0.99543046822747,0.30709698824242715,0.09437127210390982,0.9485988949938765
