fit_type,fit_order,c_2_A_0,c_2_A_1,c_3_A_0,c_3_A_1,c_2_p_0,c_2_p_1,c_3_p_0,c_3_p_1,c_4_p_0,c_4_p_1
bmrg,11111,-0.16341971357349402,0.6824150032314626,-2.2060248093492434,3.898583788599727,-0.09498153880568294,0.4483333099592742,-0.004469252385752802,3.2034071297473052,13.148433502863801,-37.462174763756664
