fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_4_p_y0,c_4_p_p11,c_4_p_p12
ecc_jmrg,11111,0.014270382472006762,0.04943618662570943,0.05461917294813215,-0.3327844434007885,-0.08463510928728121,-0.942859750706832,0.03817710332964798,2.567899396315419e-05,0.040752405822822725,0.3768240057213322,0.10367686070868742,1.0677359491010756,0.35751896212794354,0.10982230621337392,1.014732570389136
