fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_2_A_p21,c_2_A_p22,c_2_A_p212,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_3_A_p21,c_3_A_p22,c_3_A_p212,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_2_p_p21,c_2_p_p22,c_2_p_p212,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_3_p_p21,c_3_p_p22,c_3_p_p212,c_4_p_y0,c_4_p_p11,c_4_p_p12,c_4_p_p21,c_4_p_p22,c_4_p_p212
bmrg_jmrg,22222,0.04064931047593798,0.5181922776899613,0.985451024907437,-0.8738850870009748,0.5848314561779744,-0.056140145661184485,-0.01218443277230305,-0.034322259712941366,-0.033586450469590884,-0.11478177887071574,-0.09716386361106966,-0.1044249599069045,-1.5103503577102708,1.3317726737661397,7.384884385035023e-11,-0.25633773433589646,-9.879167419723768e-12,-1.2782408000494147e-11,0.013136089091577695,0.04500074056033826,0.03971530110538851,0.12760329607637033,0.11264286044803197,0.11723639182519284,0.011458301250432295,0.041498996258632445,0.03750109757379143,0.12270455207953034,0.10511560620405579,0.1142289684579373
