fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_4_p_y0,c_4_p_p11,c_4_p_p12
bmrg_jmrg,11111,0.03203919107658221,0.0493791546009964,-0.0030405640488099833,-0.1614138853576103,-0.5033575063458431,-0.4584851614251277,1.0884470932431733,-0.3013347794090496,-2.30786776600992e-15,0.18387435202282046,0.5706137256608118,0.5216505517859522,0.1758039968444979,0.5433588795202987,0.498280112307746
