fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_4_p_y0,c_4_p_p11,c_4_p_p12
bmrg_emrg,11111,-0.021353351045496877,0.0424186181667137,0.07532725239358538,-0.2641518010077804,-0.8216634942928106,-0.23349502616776505,0.9456094453881388,-0.291229074388736,0.12607317470357043,0.3010698584379094,0.9331685656970936,0.26760846536417865,0.288268091780746,0.8898822387844026,0.2570881093295097
