fit_type,fit_order,c_2_A_0,c_2_A_1,c_3_A_0,c_3_A_1,c_2_p_0,c_2_p_1,c_3_p_0,c_3_p_1,c_4_p_0,c_4_p_1
ecc,11111,-0.02298803991783954,0.17842345380390212,0.4251744113397773,-3.1039587019931614,-0.0011672564320211235,0.1542390619762002,-2.3573879476377266,3.896253208174285,-2.1093910485392287,3.797325031162124
