fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_2_A_p21,c_2_A_p22,c_2_A_p212,c_2_A_p31,c_2_A_p32,c_2_A_p313,c_2_A_p323,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_3_A_p21,c_3_A_p22,c_3_A_p212,c_3_A_p31,c_3_A_p32,c_3_A_p313,c_3_A_p323,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_2_p_p21,c_2_p_p22,c_2_p_p212,c_2_p_p31,c_2_p_p32,c_2_p_p313,c_2_p_p323,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_3_p_p21,c_3_p_p22,c_3_p_p212,c_3_p_p31,c_3_p_p32,c_3_p_p313,c_3_p_p323,c_4_p_y0,c_4_p_p11,c_4_p_p12,c_4_p_p21,c_4_p_p22,c_4_p_p212,c_4_p_p31,c_4_p_p32,c_4_p_p313,c_4_p_p323
ecc_bmrg,33333,-0.7626225807394793,-0.9609000392354637,1.122368071247335,-0.19107705863980576,6.399096486868191,0.03722570470054851,0.14537723589035415,-2.1635686540805366,-0.6484652400569614,0.45298046969596395,6.423653214665344e-05,6.192982870925273e-05,-0.010310100934819147,0.007636380214570994,-0.025651871710813793,-0.0017607779951174104,0.007247915933074713,-0.09143184111627405,0.009438604766652776,0.0017857577275580357,7.485119233236611,3.6043995116355476,-8.95766883817109,-0.6570558722581323,3.567542513416186,-2.5537010926680446,0.5545232371179931,-0.4643247283391818,0.06779821166543328,0.4514180047409205,0.013693387430249858,0.018090846969926497,0.03169600004353621,0.003734854750370755,0.058958034579003574,0.009693094546458678,0.009092178660693473,0.0910183427258636,0.004966990774716841,0.005937893585891047,0.004240213808307356,0.0007466058394079879,0.019107610633965176,0.0027084112114068586,0.05584179596417122,0.0014402690412946438,0.0020276767322691975,0.08882359945724487,-0.0014520628288768934,0.0133293199936344
