fit_type,fit_order,c_2_A_0,c_2_A_1,c_3_A_0,c_3_A_1,c_2_p_0,c_2_p_1,c_3_p_0,c_3_p_1,c_4_p_0,c_4_p_1
jmrg,11111,-0.1541000693030466,0.609579030510789,-1.5522386249943823,1.4272670423612794,-0.07883442255909541,0.3762652173443716,-7.877500907355624,25.671507537916053,-3.6544310952093433,13.443565825531241
