fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_2_A_p21,c_2_A_p22,c_2_A_p212,c_2_A_p31,c_2_A_p32,c_2_A_p313,c_2_A_p323,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_3_A_p21,c_3_A_p22,c_3_A_p212,c_3_A_p31,c_3_A_p32,c_3_A_p313,c_3_A_p323,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_2_p_p21,c_2_p_p22,c_2_p_p212,c_2_p_p31,c_2_p_p32,c_2_p_p313,c_2_p_p323,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_3_p_p21,c_3_p_p22,c_3_p_p212,c_3_p_p31,c_3_p_p32,c_3_p_p313,c_3_p_p323,c_4_p_y0,c_4_p_p11,c_4_p_p12,c_4_p_p21,c_4_p_p22,c_4_p_p212,c_4_p_p31,c_4_p_p32,c_4_p_p313,c_4_p_p323
ecc_jmrg,33333,0.8529927129929357,-0.3899739829888811,2.497512427236521,-0.12188456783626135,5.700962555222292,-0.22613200632244246,-0.007057531981129781,-2.3758473977149763,-0.11002293979099034,0.3173109546378263,-0.005153421194042136,-0.0022157663384213236,-0.012653558655836276,-0.0003159447925181276,-0.02975752565017314,-0.005443224561549718,0.0010417038159797314,-0.1193230617573254,-0.001004493509652573,-0.010077059589508382,5.713556518901748,2.5514519673892093,-7.370256757294972,0.28995343080232866,3.1714199145215796,-2.088669063677519,0.00016167622069785374,-0.44481258809219065,-0.09406800957025781,0.4090057550833574,-0.0043982996182487955,-0.0034833605015932565,0.02172440241529791,-0.003703227596205589,0.060122970603320995,0.011867874820005623,0.004058158475032123,0.125208343654491,0.008952465599641862,0.0075361479187949654,0.00539453134927129,0.0035728309881971616,0.01848554524675516,-0.0007697543718703446,0.056780812411184614,0.008460902840697664,5.812715654838763e-05,0.11767308757266573,-0.004310852742147156,0.022572130636201906
