fit_type,fit_order,c_2_A_y0,c_2_A_p11,c_2_A_p12,c_2_A_p21,c_2_A_p22,c_2_A_p212,c_3_A_y0,c_3_A_p11,c_3_A_p12,c_3_A_p21,c_3_A_p22,c_3_A_p212,c_2_p_y0,c_2_p_p11,c_2_p_p12,c_2_p_p21,c_2_p_p22,c_2_p_p212,c_3_p_y0,c_3_p_p11,c_3_p_p12,c_3_p_p21,c_3_p_p22,c_3_p_p212,c_4_p_y0,c_4_p_p11,c_4_p_p12,c_4_p_p21,c_4_p_p22,c_4_p_p212
bmrg_emrg,22222,0.7688888990786387,0.4151424918641034,-0.5496951355224464,-0.2744764627560548,0.9245981886664322,0.19256322623479646,-0.026154667939588764,-0.08114683231042084,-0.022832586584399704,-0.26016925904294835,-0.019733890774169704,-0.07073026629489922,-1.229359199571612,1.228886215482485,-0.25787303900643405,-0.25110529452388297,-0.0002378125450438524,0.07874728729690889,0.033416274040302535,0.09500397930475352,0.031126433855032793,0.2926468704086543,0.02357330843565915,0.08737608183779118,0.03003201353882076,0.09189123912412532,0.026391643200068517,0.280310094130992,0.024630970445531843,0.08318642266371173
