fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_bmrg_scale,norm_bmrg_shift
bmrg,1,0.2162872628591227,-0.017308432168537,0.1593660279274587,-0.0073579299420195,-2.3206651711907145,-0.1793555500100148,2.480346553757824,0.8321511233493828,1.696319581316178,1.317129567019045,1.3439145490527014,-3.5738030997813306
