fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_emrg_scale,norm_emrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_jmrg,1,0.259948565218307,-0.0167738497710013,0.0251666125957677,-0.0621948188324338,0.1646775209636179,-0.0098902385747806,-0.0054699184002319,-0.0106056615614779,-2.5804721773637413,0.1833534608693824,-0.0912413958668156,-0.0088498896589225,2.855424147446176,-0.2360303868067549,-1.3812835205523315,-0.1814579231338498,2.2658913923717527,-0.202254241548995,-1.5816264800457045,0.1175909438182923,21.792405855131097,-19.96025031862279,1.461250169932298,-3.716686540862511,32.0,-7.0
