fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,norm_ecc_scale,norm_ecc_shift,norm_nu_scale,norm_nu_shift
nu_ecc,2,0.2213824232314661,-0.0049195337310069,0.0101362298548104,-0.0175938507636441,-0.0094750160802415,-0.0046723644080304,0.1602425653238613,-0.0060429718517118,-0.0025953574588742,-0.0021858118642024,-0.0014941362332235,-0.0016158711071428,-2.631639216549712,0.1133249303368095,-0.4296950241851895,0.1553900437676689,0.2560929272205335,-0.0903339050179111,3.194440387740744,0.2112870282564944,-1.1463245412432197,-0.2642179582864581,-0.0528514013640359,-1.0026866986892788,2.816958297659273,0.2949571837505689,-1.2778428459181093,-0.1739606819197379,-0.1818982582339965,-1.5092771434022485,2.2792022792022792,-1.0,32.0,-7.0
