fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg,1,0.2146840809648351,-0.011980903992639,0.0068948325370983,0.1583712513835082,-0.0091410656145412,-0.0067416344308096,-2.5864213035029606,0.1841980368812899,-0.0924909553233236,2.767906341651888,-0.2098237821948063,-1.3505576965901716,2.3205024216592207,-0.2242981673771412,-1.615963920285474,21.792405855131097,-19.96025031862279,32.0,-7.0
