fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_ecc_scale,norm_ecc_shift
ecc,1,0.2049238329199958,0.003736103790307,0.1538270515345207,-0.0027750181283853,-2.4803357926090626,-0.2357906080051471,2.7914760050079472,-0.996505030892104,2.327279230782198,-1.3237999075449811,2.2792022792022792,-1.0
