fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_ecc_scale,norm_ecc_shift,norm_nu_scale,norm_nu_shift
nu_ecc,1,0.2133615789151877,-0.0134886387141852,0.0026427794138618,0.1591000910801639,-0.0071367290378957,-0.00306403936343,-2.5931657026600115,0.1971670101729757,-0.2238351230028764,2.704068754838388,0.1455276387009244,-0.9732119401712396,2.165010750067601,0.2326333172261918,-1.2934425112786598,2.2792022792022792,-1.0,32.0,-7.0
