fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_ecc_scale,norm_ecc_shift,norm_nu_scale,norm_nu_shift
nu_ecc,3,0.2064987760620364,-0.0216027676712385,-0.019730373704353,0.004480113775419,0.0324491175115465,0.0954243303607238,0.0045154385595153,-0.0403964374247624,-0.021040471414862,0.1207144752309317,0.1588858207578947,-0.0085318989074667,-0.0086735767967694,-0.0024542465663478,-0.0038172276616016,0.0043112894667239,0.0039407512271488,0.0040949944723176,-0.0011321883129339,0.010856689712903,-2.6512169639195364,0.5190271323384483,-0.0287087021518407,0.0786087949026912,-0.1531946498425137,-0.1299037793876198,-0.2881357433978361,0.2146024541326873,-0.3839018740920006,-0.7450008924357479,3.165539621086852,-0.1108152677162455,-1.8986787262104616,-0.4055872373731869,-0.2971221443419741,-0.7123852182733946,0.5867118850437747,0.3586967476332625,-0.3255050414554823,1.007183141517908,2.9521280857092504,0.4564323166501124,-2.3864505118450694,-0.4432605366671258,-0.7131842116066541,-1.705319769177889,0.0628033637172771,0.8340481947419124,0.0343918666423979,1.2802930671496786,2.2792022792022792,-1.0,32.0,-7.0
