fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_bmrg_scale,norm_bmrg_shift,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_bmrg,2,0.2060399096531639,0.0045063443916821,0.0951221702615656,-0.0053411489846209,-0.0187084358127575,-0.0258353967949755,-0.0086892618129411,-0.0187963931372516,-0.1390829417323753,0.0309193937230477,0.1464284697663781,-0.0038296768075501,0.0186591836520752,0.0248401346045149,-0.002505265151712,-0.0042790218517372,-0.0056518824229415,0.0039016020269356,-0.036390120661091,-0.0129698985726306,2.3491265775328847,-0.4443468407587317,-3.422582704102376,-4.898623528780259,0.3188597145031706,0.4550705568256494,0.0707491085267555,-1.061346253229155,5.991069366681215,-1.2306500495802903,-5.100306195736773,0.6510584172924797,6.289746032159418,11.568244090574767,-0.237251192133999,-0.6648207391225894,-0.1299848650068682,2.0699164538077115,-11.703813014649066,-1.787524096021354,-5.490618179033402,0.1487268696677788,4.808377324302148,10.936406137701498,-0.1234043280762003,0.294295903434609,0.1488804656647353,4.537341381652693,-9.925021187313202,-2.6445671416801244,1.3439145490527014,-3.5738030997813306,21.792405855131097,-19.96025031862279,32.0,-7.0
