fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_emrg_scale,norm_emrg_shift
emrg,2,0.209051246416889,0.0127352458169303,0.001024440808732,0.1508310014983042,-0.0020132276322288,0.0070682181667151,-2.611062678292064,-0.0360544322388878,0.5185128495126028,2.6114539038612072,-1.28627472745867,0.0905669975996338,1.806708962604329,-1.6119016670296755,0.7424475934493159,21.792405855131097,-19.96025031862279
