fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_jmrg_scale,norm_jmrg_shift
jmrg,1,0.2069355143557618,-0.0049059005304257,0.1593578361197734,-0.0096255745316942,-2.330596979171083,-0.2041222427010635,2.78343570678278,0.348621195681961,1.9389383159446072,0.9908315848917936,1.461250169932298,-3.716686540862511
