fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_A_p10,c_2_A_p11,c_2_A_p12,c_2_A_p13,c_2_A_p14,c_2_A_p15,c_2_A_p16,c_2_A_p17,c_2_A_p18,c_2_A_p19,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_2_phi_p10,c_2_phi_p11,c_2_phi_p12,c_2_phi_p13,c_2_phi_p14,c_2_phi_p15,c_2_phi_p16,c_2_phi_p17,c_2_phi_p18,c_2_phi_p19,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_A_p10,c_3_A_p11,c_3_A_p12,c_3_A_p13,c_3_A_p14,c_3_A_p15,c_3_A_p16,c_3_A_p17,c_3_A_p18,c_3_A_p19,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_3_phi_p10,c_3_phi_p11,c_3_phi_p12,c_3_phi_p13,c_3_phi_p14,c_3_phi_p15,c_3_phi_p16,c_3_phi_p17,c_3_phi_p18,c_3_phi_p19,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,c_4_phi_p10,c_4_phi_p11,c_4_phi_p12,c_4_phi_p13,c_4_phi_p14,c_4_phi_p15,c_4_phi_p16,c_4_phi_p17,c_4_phi_p18,c_4_phi_p19,norm_emrg_scale,norm_emrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_jmrg,3,-0.5734431678181792,-0.0013605004321795,-0.3182453075545915,1.841534262909133,0.002466203684945,0.0657564415703544,0.0801948218215308,0.7794421282311412,-0.4087130161049866,-0.908406008596794,-0.0158882538776231,0.0014644844076445,-0.0176850810891117,0.0690748968376777,-0.0715897008693036,-0.0851889203084403,0.4928903723802792,-1.317965949495092,0.9421271741969092,-0.1798602097011757,0.166329639033927,0.0605380007452655,-0.0648773831020591,-0.2318644700417158,-0.0291184649005084,0.0076533434712144,-0.0321836909736392,-0.0130553747931131,0.1577732090629233,0.2911364908282073,0.0205804269247364,-0.0014612870958471,0.0094101503462607,-0.0500344949979646,0.0265393799319761,-0.0591223329667623,-0.0078125439997198,0.0802231105563013,-0.1890360066629557,-0.016200848696277,-4.160412561304735,2.534856396644855,4.2332134500192655,13.428976497829566,-0.0024960038463966,-1.0654552118602745,-4.0047981961372185,0.7285320639598826,-11.441137544290186,-15.997296104703768,0.3195017193656733,0.0062917897711512,0.1255111298175029,-2.431511208178664,3.1593407279873755,0.0379505409898434,-2.604453227879118,-3.0935249195478405,13.963435287467243,1.4041150312812147,26.73844443955766,-10.202630297780196,-7.917109111245537,-70.14375979474839,-0.717773968153073,2.3090849386828736,12.170871690554163,-18.96364625243321,39.43194341143764,50.12539663449031,1.1147302360972078,1.0760493964337805,1.1320911772567566,7.398436127724052,-9.656200384946082,0.9263792340308072,-1.3304676973589338,29.657066998521387,-46.383088093578735,2.1358328530442554,5.2990717694862814,-10.025114308247629,-1.455074761238997,-3.519494065738189,-1.1228649666380872,-0.8460813611403939,9.404950139644937,-6.027386588554314,-0.5240807373771459,1.4960756526797176,0.4113930709293903,2.6595484370455926,1.729765241196255,12.528790423830362,-5.797549492454428,1.580378353950416,3.5218574343814084,5.798643681399738,-2.129877899822179,-1.5590397170101118,21.792405855131097,-19.96025031862279,1.461250169932298,-3.716686540862511,32.0,-7.0
