fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_nu_scale,norm_nu_shift
nu,3,0.2164214009741355,-0.0024008929767071,-0.0092844509093341,-0.0072579409952574,0.16105596800358,-0.0070133882005609,-0.0034359465860436,0.002180082463828,-2.5691820772147143,0.4544998606847248,-0.0034936794693921,-0.2671141720542591,3.0273578696975743,-0.1951097789766855,-0.6163080372014194,0.8327402252738276,2.14793779212021,0.4107528720629801,-0.3767121093442251,0.2267768103191921,32.0,-7.0
