fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,norm_bmrg_scale,norm_bmrg_shift,norm_nu_scale,norm_nu_shift
nu_bmrg,2,0.2485824426270179,-0.0146270645319256,-0.1195764503318623,-0.0120253238968325,0.0156730725583027,0.0989446993853823,0.173564416663051,-0.0062125731172786,-0.006762814209769,-0.0018996587827057,-0.0039414083377149,-0.015076380488661,-1.6782977728361492,-0.0083522338746252,0.5718415777466654,0.1238966335808683,-0.2377426824146493,-2.167973629790107,2.846894536210648,0.2595751597621707,0.6308642415652123,-0.4118992767412346,0.3232068082180223,-0.5473200701641825,2.245618590659271,0.3227236461119128,0.8248936465088279,-0.2303905191484053,0.3351450269266511,-1.0859336769103605,1.3439145490527014,-3.5738030997813306,32.0,-7.0
