fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_emrg_scale,norm_emrg_shift
emrg,1,0.2092064856454593,0.0123175062739949,0.1528104534702212,-0.0039758389348482,-2.5084568860210856,-0.1733124141966252,2.65126747305546,-1.2859533298171129,2.168981648416977,-1.5633464213072774,21.792405855131097,-19.96025031862279
