fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_emrg_scale,norm_emrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_jmrg,2,0.2040554168752554,0.00299089915904,0.081701199917271,0.0057600890630918,-0.0185957024822087,-0.0225982302223009,-0.0085430835978571,0.0046261380375107,-0.1461264212963786,0.0260801423395154,0.1481835723033491,-0.0046898536624945,0.0123859588791234,0.0230660537809093,-0.0024401210527914,-0.0030056793324648,-0.0052359785691499,0.0097976096739729,-0.0329383542899162,-0.0129304435915144,1.987489191378989,-0.346203059691154,-2.123219736489129,-5.312604666374393,0.3168180435847085,0.338277096460976,0.0707674240350474,-2.1198452311133296,6.4893956677824765,-1.002431764453991,-4.139756644022415,0.4781011753852799,3.4886940331046734,11.20905650056885,-0.2331590954496852,-0.4556846937917284,-0.0862108335995114,3.9717252776903367,-11.216556850223816,-1.725327836320632,-4.505124575097071,0.0275738369235956,2.2445052724607373,10.225062832270524,-0.1233614955498993,0.4286184137205946,0.1807078896298389,6.088281810187797,-9.051566435422934,-2.4423327991797987,21.792405855131097,-19.96025031862279,1.461250169932298,-3.716686540862511,32.0,-7.0
