fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg,2,0.2496575585565595,-0.0205244082572532,-0.1147341295429296,-0.009667158262542,0.0209762118949808,0.0920801220422986,0.1694249000638314,-0.0069081776193352,-0.0078540900231302,-0.0016652047188165,-0.0038930395674036,-0.0112530864326905,-2.3490687047548864,0.1436087185083351,0.5458113842017794,0.0310831557267468,-0.1819052456066743,-1.2290442720577686,3.858768441848159,0.0422058927797707,0.1166780787659226,-0.1695023731933126,-0.176062323720176,-2.618580236028901,3.973941278772368,-0.0212093434895364,-0.1304512709255088,-0.125329375306788,-0.3482498537886282,-4.186283349371173,1.461250169932298,-3.716686540862511,32.0,-7.0
