fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_nu_scale,norm_nu_shift
nu,2,0.2170951960896852,-0.0085648444407521,-0.0106440427175466,0.1606903658712454,-0.0052324514821963,-0.0027934500773508,-2.5458261991415534,0.2285419381797072,-0.0509096687348188,2.923881077900772,0.4996168272703923,-0.4394031479101825,2.1083576856047115,0.6021117203861718,-0.3163267704499119,32.0,-7.0
