fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_nu_scale,norm_nu_shift
nu,1,0.2129464180103778,-0.0136462065770884,0.1599195649716957,-0.0069573430908499,-2.5655153174823147,0.2054603736864675,2.72530724846892,0.3333827535735911,1.9576675296014223,0.4832955615006009,32.0,-7.0
