fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg,3,0.2161302451624478,-0.0029591133679191,-0.0338616070593387,-0.0117274629706284,-0.0164431111469084,0.0078484387284412,-0.0085720376705342,0.0040551071354796,0.0451279732546138,0.1493095980943163,0.1582935201477179,-0.0138310096093106,-0.0136768196131709,-0.0034478019250955,-0.0026499143994095,0.0023884161237646,0.0048810739491135,0.0033159369857986,0.0112562161937857,0.0198938317224068,-2.856699196369328,0.1691341886396344,0.7801472457819825,0.170493309200861,0.6444311127296022,1.6633422342186015,0.1561885789801171,0.1274711138606375,-1.2952930822745254,-2.6825678304606844,3.194637422081553,-0.6496670584677006,-2.018742477973204,-0.4280618505167788,-0.5693300549011308,-1.0613944924919716,0.4993062455353722,0.1229476244654987,0.8559127630503913,1.8139456634681967,2.13264428598908,-0.2899354608976326,-1.2800873455002688,-0.6398653026259535,-0.3022603447942119,1.007853764097488,0.3258071389853973,0.7732529771101138,0.1916885835842815,-1.2036584017631295,21.792405855131097,-19.96025031862279,32.0,-7.0
