fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg,1,0.2302767664587974,-0.0175701566668547,-0.0265093349072056,0.1673783220965362,-0.0083973452967684,-0.0131530440068891,-2.533696355847145,0.1991038637486707,-0.049690747320946,2.530111829662733,0.3646153990069095,0.4092454857792938,1.5473477922464016,0.5445363222617756,1.0288524096430571,1.461250169932298,-3.716686540862511,32.0,-7.0
