fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg,2,0.2189270625352333,-0.0073491493964242,0.0133790260581646,-0.0125541226306004,-0.004451507901941,0.0084869100079568,0.1564386252308314,-0.0079688405988063,-0.0050121539141766,-0.0019533079951623,0.0013350355787752,0.0093961406961367,-2.6936770241036814,0.1738311916888331,-0.1009443416422655,0.0241198099198319,0.2273564731540146,0.5404575460366128,2.827200998179914,-0.0922002927919572,-1.3056790879764353,-0.2794593403864305,-0.0549255099123627,0.1260253780597367,2.101918161054287,-0.1420850031066141,-1.7150980695248368,-0.3160554785561081,0.0581723397712067,0.8209798308929885,21.792405855131097,-19.96025031862279,32.0,-7.0
