fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_bmrg_scale,norm_bmrg_shift,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_bmrg,1,0.2655131622358285,-0.0175944347996452,0.0148721022983232,-0.0629499216303265,0.1658550160991141,-0.0100486109677417,-0.0071770222153565,-0.0110300769406613,-2.5585363544664084,0.1802681664900658,-0.0932187428389573,-0.0369709248535145,2.872628672258893,-0.2373627101373545,-1.408918878460631,-0.1844266925315033,2.252216518070766,-0.200946546356779,-1.562206811981944,0.1243495764046298,1.3439145490527014,-3.5738030997813306,21.792405855131097,-19.96025031862279,32.0,-7.0
