fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_emrg_scale,norm_emrg_shift
emrg,3,0.2024715368156995,-0.0378757241794858,0.0416412511523417,0.1408029854659807,0.150010748617512,-0.0136177697919982,0.009443937283218,0.0228882599406913,-2.5618713904141366,0.9133550859934426,0.5246814190622292,-1.9524738635179224,2.7188352443305126,-2.1692875764169868,-0.2681220134824744,1.5139847565392446,1.7313142961691637,-1.024740219587578,0.9808390399943738,-0.966838217642452,21.792405855131097,-19.96025031862279
