fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_bmrg_scale,norm_bmrg_shift
bmrg,3,0.2097205402640652,-0.0850626520043812,0.13220164028748,-0.0359348958216774,0.1745467659734269,-0.0355389616718244,-0.0169107224065703,0.0356191229772526,-1.376213493170198,-0.194213371219257,-2.383829016671566,0.8641055275794071,2.8512144622487163,1.2809637567233745,-0.9847670666589028,-0.8022884872338599,1.754103202681678,3.2208277299312416,-1.149444373372268,-2.9186205052277234,1.3439145490527014,-3.5738030997813306
