fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_A_p10,c_2_A_p11,c_2_A_p12,c_2_A_p13,c_2_A_p14,c_2_A_p15,c_2_A_p16,c_2_A_p17,c_2_A_p18,c_2_A_p19,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_2_phi_p10,c_2_phi_p11,c_2_phi_p12,c_2_phi_p13,c_2_phi_p14,c_2_phi_p15,c_2_phi_p16,c_2_phi_p17,c_2_phi_p18,c_2_phi_p19,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_A_p10,c_3_A_p11,c_3_A_p12,c_3_A_p13,c_3_A_p14,c_3_A_p15,c_3_A_p16,c_3_A_p17,c_3_A_p18,c_3_A_p19,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_3_phi_p10,c_3_phi_p11,c_3_phi_p12,c_3_phi_p13,c_3_phi_p14,c_3_phi_p15,c_3_phi_p16,c_3_phi_p17,c_3_phi_p18,c_3_phi_p19,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,c_4_phi_p10,c_4_phi_p11,c_4_phi_p12,c_4_phi_p13,c_4_phi_p14,c_4_phi_p15,c_4_phi_p16,c_4_phi_p17,c_4_phi_p18,c_4_phi_p19,norm_bmrg_scale,norm_bmrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg_bmrg,3,-0.1829824348325435,0.0567076963574245,7.502621499370688,-7.175500419295164,0.0002775789744784,-0.3116074603760714,0.3568176027902597,43.349726955361085,-101.56793555419569,58.77869257352154,-0.0164270932481499,-0.0457030432687581,0.0234692462688346,-1.2494519524151149,2.875859033413028,-1.7176415608955546,62.99828706377131,-225.8649724375304,270.3382698078949,-107.95103338060336,0.0960273258030078,0.0540401953524641,-0.2765921241294386,0.2372522736211689,-0.0292034506665628,-0.5419791134178772,0.5442869025152777,1.906743785021886,-2.5534027396538006,0.7365085084921797,0.0199030512661757,0.0449363510468834,-0.0384699939315957,-2.386055634291694,5.0122484805172265,-2.705666669697268,0.5270845770258291,-1.7737340516685038,1.0206578527961747,0.2622632576974563,-2.4365754143319607,1.1785375735882075,-5.155604502548671,7.327107007302331,0.1914932753780715,5.765884885119265,-5.608564487603261,-7.559066329276022,3.6433375095072273,3.071288437206696,0.3912994400133058,1.55525642350339,-1.545737566789059,-3.3074354479557355,6.982725298438893,-5.739283094114218,2.607668167180869,9.520272477212872,6.520102222478962,-20.261209109853983,2.471017114396021,-0.3868303729228863,3.825988505042572,-6.000590258835321,-0.3203612083331145,-9.54531890871386,9.461637220616849,9.220142286779176,-10.705879059665325,1.2824389227043236,0.4517454713753848,3.5466196818437763,-3.300222983291341,7.125201533324312,-9.715000017029956,2.6047409586020525,-13.92803995842656,-15.096117903376816,20.099801920063243,11.803318947316372,1.61981282164159,0.9341899920039186,14.473678146840278,-12.614370838760545,-0.2984457122036645,-11.11262938147594,10.298392482616135,-2.939073698017263,-1.115266137625607,2.568666069036182,0.0709486702139597,7.13601306172163,-7.503445962159231,-3.1373523082802333,0.1422324937974634,0.9967187795081778,-5.1483629800685335,-3.1151606261789584,-26.393150982804457,32.62350012432712,1.3439145490527014,-3.5738030997813306,1.461250169932298,-3.716686540862511,32.0,-7.0
